concept_id	search_id	label
HP_0025132	[1, 1, 7, 0, 1]	Abnormal circulating estrogen level
HP_0025133	[1, 1, 7, 3, 0]	Abnormal serum estradiol
HP_0025134	[1, 6, 7, 1, 0]	Increased serum estradiol
HP_0025135	[1, 1, 7, 5, 0]	Abnormal serum estriol
HP_0025136	[1, 1, 7, 5, 1]	Increased serum estriol
HP_0025137	[1, 1, 7, 5, 2]	Decreased serum estriol
HP_0025138	[1, 1, 7, 0, 2]	Abnormal serum estrone
HP_0025139	[1, 3, 7, 1, 0]	Increased serum estrone
HP_0025140	[1, 1, 7, 8, 3]	Decreased serum estrone
HP_0025141	[0, 2, 4, 1, 1, 4]	Gingival calcification
HP_0025142	[0, 0, 7, 5, 6, 1]	Constitutional symptom
HP_0025143	[0, 0, 6, 3, 4, 2, 1]	Chills
HP_0025144	[0, 0, 6, 7, 3, 2]	Shivering
HP_0025145	[0, 0, 6, 3, 2, 6]	Rigors
HP_0025146	[0, 1, 7, 5, 1, 1]	Foveal degeneration
HP_0025147	[0, 5, 2, 2, 0]	Beaten bronze macular sheen
HP_0025148	[0, 5, 9, 2, 3]	Dark choroid
HP_0025149	[0, 7, 7, 1, 6, 1]	Atrophic muscularis propria
HP_0025150	[1, 4, 0, 8, 1]	Hypoganglionosis
HP_0025151	[0, 5, 8, 4, 5]	Ganglioneuromatosis
HP_0025152	[0, 1, 6, 2, 6, 1]	Poor visual behavior for age
HP_0025154	[0, 3, 7, 1, 6, 0]	Portosystemic collateral veins
HP_0025155	[0, 3, 4, 8, 5, 0]	Abnormal hepatobiliary system physiology
HP_0025156	[0, 8, 1, 3, 3, 2]	Dependency on intravenous nutrition
HP_0025157	[1, 3, 6, 7, 1]	Increased urinary sedoheptulose
HP_0025158	[0, 0, 1, 4, 0, 2]	Hyperautofluorescent retinal lesion
HP_0025159	[0, 1, 0, 4, 4]	Hypoautofluorescent retinal lesion
HP_0025160	[0, 0, 7, 2, 0, 6, 1]	Abnormal temper tantrums
HP_0025161	[0, 0, 8, 6, 6, 1]	Frequent temper tantrums
HP_0025162	[0, 0, 7, 4, 4, 2]	Severe temper tantrums
HP_0025163	[0, 3, 1, 5, 2]	Abnormal optic chiasm morphology
HP_0025164	[0, 9, 2, 9, 3]	Increased number of elastic fibers in the dermis
HP_0025165	[0, 9, 5, 7, 2]	Clumping of elastic fibers in the dermis
HP_0025166	[0, 5, 3, 2, 0, 1]	Thickened elastic fibers in the dermis
HP_0025167	[0, 9, 4, 2, 5, 0]	Fragmented elastic fibers in the dermis
HP_0025168	[0, 0, 6, 8, 1, 2]	Left ventricular diastolic dysfunction
HP_0025169	[0, 6, 5, 6, 2, 0]	Left ventricular systolic dysfunction
HP_0025170	[0, 7, 6, 1, 2, 1]	Neuronal/glioneuronal neoplasm of the central nervous system
HP_0025171	[0, 4, 2, 3, 5, 1]	Rosette-forming glioneuronal tumor
HP_0025172	[0, 6, 3, 3, 6, 0]	Smooth septal thickening on pulmonary HRCT
HP_0025173	[0, 2, 4, 6, 2, 0]	Nodular septal thickening on pulmonary HRCT
HP_0025174	[0, 6, 3, 6, 3, 0]	Irregular septal thickening on pulmonary HRCT
HP_0025175	[0, 5, 2, 5, 2, 0]	Honeycomb lung
HP_0025176	[0, 3, 7, 6, 4]	Intralobular interstitial thickening
HP_0025177	[0, 6, 3, 0, 5, 1]	Peribronchovascular interstitial thickening
HP_0025178	[0, 6, 3, 4, 0, 0]	Subpleural interstitial thickening
HP_0025179	[0, 5, 5, 7, 5, 1]	Ground-glass opacification
HP_0025180	[0, 1, 9, 3, 4]	Centrilobular ground-glass opacification on pulmonary HRCT
HP_0025181	[0, 7, 2, 6, 5, 0]	Abdominal aseptic abscess
HP_0025182	[0, 5, 1, 0, 5]	Localized area of pendulous skin
HP_0025183	[1, 6, 5, 3, 6, 0]	Abnormal CD4+ T cell proportion
HP_0025184	[0, 0, 7, 3, 3, 2]	Arousal parasomnia
HP_0025186	[0, 0, 2, 2, 4, 1]	Marcus Gunn jaw winking synkinesis
HP_0025187	[0, 0, 2, 1, 4]	Sleep talking
HP_0025188	[0, 3, 5, 7, 0]	Retinal vasculitis
HP_0025189	[0, 0, 2, 8, 4]	Hypnic jerks
HP_0025190	[0, 0, 4, 5, 7, 1]	Bilateral tonic-clonic seizure with generalized onset
HP_0025192	[0, 4, 5, 7, 0]	Subtentorial periventricular white matter hyperdensity
HP_0025193	[0, 6, 6, 0, 2]	Posterolateral diaphragmatic hernia
HP_0025194	[0, 3, 6, 1, 6]	Morgagni diaphragmatic hernia
HP_0025195	[0, 6, 6, 6, 5, 2]	Central diaphragmatic hernia
HP_0025196	[1, 7, 6, 5, 1]	Increased total iron binding capacity
HP_0025197	[0, 5, 2, 4, 5, 0]	Inclusion body fibromatosis
HP_0025198	[0, 5, 2, 4, 0]	Inflammatory cap polyp
HP_0025199	[0, 0, 1, 5, 1, 0]	Fragmented sleep
HP_0025200	[0, 9, 4, 3, 5, 0]	Muscle fiber actin filament accumulation
HP_0025201	[1, 4, 5, 2, 1]	Abnormal circulating apolipoprotein concentration
HP_0025202	[1, 2, 1, 6, 4]	Elevated circulating apolipoprotein A-IV concentration
HP_0025203	[0, 3, 4, 4, 4]	Caput medusae
HP_0025230	[3, 2, 2, 6, 1]	Tendonitis
HP_0025231	[0, 9, 2, 0, 2]	Abnormal synovial bursa morphology
HP_0025232	[0, 7, 1, 6, 2]	Bursitis
HP_0025233	[0, 0, 1, 5, 6, 1]	Sleep paralysis
HP_0025234	[0, 0, 1, 5, 1, 1]	Parasomnia
HP_0025235	[0, 0, 1, 5, 4, 0]	NREM parasomnia
HP_0025236	[0, 0, 1, 5, 2, 0]	Sleep walking
HP_0025238	[0, 5, 0, 6, 1]	Foot pain
HP_0025239	[0, 6, 1, 6, 7, 1]	Subhyaloid hemorrhage
HP_0025240	[0, 3, 4, 6, 6, 0]	Preretinal hemorrhage
HP_0025241	[0, 5, 2, 5, 5, 1]	Flame-shaped retinal hemorrhage
HP_0025242	[0, 1, 7, 0, 0, 1]	Dot-and-blot retinal hemorrhage
HP_0025243	[0, 1, 7, 5, 0, 1]	Subretinal hemorrhage
HP_0025244	[0, 5, 9, 1, 6, 0]	Subretinal pigment epithelium hemorrhage
HP_0025245	[0, 5, 5, 5, 3, 1]	Cutaneous cyst
HP_0025246	[0, 5, 5, 5, 5, 1]	Trichilemmal cyst
HP_0025247	[0, 5, 5, 4, 1, 0]	Dermoid cyst
HP_0025248	[7, 2, 2, 3]	Eruptive vellus hair cyst
HP_0025249	[0, 4, 0, 0, 0, 0]	Comedo
HP_0025250	[0, 2, 2, 6, 5, 0]	Closed comedo
HP_0025251	[0, 4, 0, 0, 0, 1]	Open comedo
HP_0025252	[0, 2, 1, 6, 2]	Geographic tongue
HP_0025253	[0, 0, 7, 3, 8, 0]	Claustrophobia
HP_0025258	[0, 7, 1, 8, 3]	Stiff neck
HP_0025259	[3, 2, 8, 4, 1]	Stiff elbow
HP_0025260	[3, 8, 4, 7, 6]	Stiff wrist
HP_0025261	[3, 8, 4, 5, 2]	Stiff finger
HP_0025262	[3, 2, 6, 8, 2]	Stiff hip
HP_0025263	[3, 2, 8, 2, 3]	Stiff knee
HP_0025264	[3, 8, 6, 4, 1]	Stiff ankle
HP_0025265	[3, 8, 4, 5, 7, 1]	Stiff toe
HP_0025267	[0, 7, 7, 5, 7, 1]	Snoring
HP_0025268	[0, 0, 9, 4, 2, 1]	Stuttering
HP_0025269	[0, 0, 4, 1, 3, 0]	Panic attack
HP_0025270	[0, 7, 3, 5, 0]	Abnormal esophagus physiology
HP_0025271	[0, 7, 3, 3, 0]	Esophageal spasms
HP_0025272	[0, 5, 0, 7, 2]	Melasma
HP_0025273	[3, 2, 2, 6, 2]	Achilles tendonitis
HP_0025274	[0, 7, 6, 0, 2, 1]	Ovarian dermoid cyst
HP_0025276	[1, 7, 7, 5, 3]	Abnormality of skin adnexa physiology
HP_0025277	[0, 0, 2, 5, 8, 0]	Gustatory sweating
HP_0025278	[0, 0, 6, 3, 7, 3]	Cold-induced sweating
HP_0025288	[0, 0, 1, 5, 7, 1]	Excessive sleep
HP_0025289	[0, 5, 0, 2, 3]	Cervical lymphadenopathy
HP_0025298	[0, 0, 1, 2, 7]	Extended nighttime sleep
HP_0025299	[0, 0, 8, 6, 6, 2]	Frequent napping
HP_0025300	[0, 5, 7, 8, 0]	Malar rash
HP_0025309	[0, 1, 2, 8, 4, 0]	Abnormal pupil shape
HP_0025310	[0, 1, 2, 8, 4, 1]	Oval pupil
HP_0025311	[0, 1, 5, 1, 4, 0]	Anterior chamber cyst
HP_0025312	[0, 0, 8, 8, 6, 0]	Esophoria
HP_0025313	[0, 6, 1, 2, 1]	Exophoria
HP_0025314	[0, 5, 2, 1, 7, 0]	Choroidal nevus
HP_0025317	[3, 3, 3, 7, 4]	Cubitus varus
HP_0025318	[0, 7, 6, 5, 6]	Ovarian carcinoma
HP_0025320	[0, 1, 0, 1, 6, 1]	Leakage of dye on fundus fluorescein angiography
HP_0025321	[0, 3, 4, 0, 4, 1]	Copper accumulation in liver
HP_0025322	[0, 3, 0, 6, 3, 1]	Venous occlusion
HP_0025323	[1, 2, 2, 8, 0]	Abnormal arterial physiology
HP_0025324	[0, 3, 0, 6, 1, 2]	Arterial occlusion
HP_0025325	[0, 2, 0, 7, 1, 3]	Sparse medial eyebrow
HP_0025326	[0, 3, 0, 6, 8, 1]	Retinal arterial occlusion
HP_0025327	[0, 9, 3, 0, 5, 0]	Decreased renal parenchymal thickness
HP_0025328	[0, 3, 6, 7, 6, 1]	Antepartum hemorrhage
HP_0025329	[7, 2, 7, 0]	Anti-glutamic acid decarboxylase antibody positivity
HP_0025330	[0, 0, 6, 1, 0, 3]	Downgaze palsy
HP_0025331	[0, 1, 2, 2, 6]	Upgaze palsy
HP_0025332	[3, 4, 5, 1, 8]	Abnormality of foot cortical bone
HP_0025333	[3, 4, 7, 7, 5, 0]	Cortical thinning of foot bones
HP_0025335	[0, 0, 7, 0, 4, 1]	Delayed ability to stand
HP_0025336	[0, 0, 7, 0, 2, 1]	Delayed ability to sit
HP_0025337	[0, 1, 5, 0, 3]	Red eye
HP_0025338	[0, 1, 5, 7, 4, 0]	Circumlimbal hyperemia
HP_0025339	[0, 1, 5, 7, 3, 0]	Superficial episcleral hyperemia
HP_0025340	[0, 1, 5, 7, 8]	Deep episcleral hyperemia
HP_0025341	[0, 1, 8, 4, 5]	Corneal keratic precipitates
HP_0025342	[0, 3, 0, 6, 7, 2]	Central retinal artery occlusion
HP_0025343	[7, 8, 5, 0]	Lupus anticoagulant
HP_0025344	[0, 3, 7, 0, 1]	Interlobular bile duct destruction
HP_0025345	[1, 6, 0, 7, 2]	Abnormality of circulating beta-2-microglobulin level
HP_0025346	[1, 3, 3, 5, 2]	Increased circulating beta-2-microglobulin level
HP_0025347	[1, 8, 6, 4, 0]	Decreased circulating beta-2-microglobulin level
HP_0025348	[3, 5, 4, 0, 1]	Abnormal corneal limbus morphology
HP_0025349	[0, 1, 5, 7, 0, 0]	Limbal edema
HP_0025350	[0, 5, 1, 4, 0]	Giant conjunctival papillae
HP_0025351	[0, 5, 3, 6, 2, 1]	Recurrent interdigital mycosis
HP_0025353	[7, 4, 5, 0]	Anti-multiple nuclear dots antibody positivity
HP_0025354	[1, 7, 7, 5, 4]	Abnormal cellular phenotype
HP_0025355	[0, 3, 0, 4, 5]	Retinal arterial macroaneurysms
HP_0025357	[0, 0, 6, 0, 1, 3]	Erratic myoclonus
HP_0025358	[0, 1, 9, 8, 4]	Uveal ectropion
HP_0025359	[0, 9, 3, 3, 0, 0]	Polygonal renal calices
HP_0025360	[0, 2, 4, 0, 1]	Polycalycosis
HP_0025361	[0, 4, 6, 9, 3, 2]	Abnormal medullary pyramid morphology
HP_0025362	[0, 9, 3, 0, 1, 0]	Renal medullary pyramid hypoplasia
HP_0025363	[0, 9, 0, 6, 2, 0]	Glomerular endocapillary hypercellularity
HP_0025364	[0, 9, 0, 6, 5, 0]	Glomerular extracapillary hypercellularity
HP_0025365	[0, 0, 1, 5, 2, 1]	Free-running sleep pattern
HP_0025367	[0, 5, 3, 9, 3, 1]	Trichoepithelioma
HP_0025368	[3, 4, 5, 6, 3]	Abnormal growth plate morphology
HP_0025369	[3, 5, 7, 7, 3]	Thick growth plates
HP_0025370	[3, 3, 4, 4, 2]	Abnormal ossification of the sacrum
HP_0025371	[3, 3, 4, 1, 3]	Delayed ossification of the sacrum
HP_0025372	[0, 0, 9, 5, 5]	Loud snoring
HP_0025373	[0, 8, 4, 3, 0]	Interictal EEG abnormality
HP_0025374	[0, 2, 1, 4, 7]	Duplicated odontoid process
HP_0025375	[0, 2, 4, 5, 7, 1]	Orthotopic os odontoideum
HP_0025376	[1, 3, 1, 3, 0]	Hyperglutaminuria
HP_0025379	[7, 8, 4, 0]	Anti-thyroid peroxidase antibody positivity
HP_0025380	[1, 4, 7, 2, 0]	Increased circulating androstenedione concentration
HP_0025381	[7, 8, 2, 1]	Anti-pituitary antibody positivity
HP_0025382	[0, 0, 3, 5, 5, 0]	Hypodipsia
HP_0025383	[0, 6, 6, 1, 4, 0]	Dorsocervical fat pad
HP_0025384	[0, 6, 6, 1, 4, 1]	Diet-resistant subcutaneous adipose tissue
HP_0025385	[0, 4, 2, 0, 3]	Diet-resistant subcutaneous adipose tissue below waist
HP_0025386	[0, 5, 5, 0, 4, 2]	Bitemporal hollowing
HP_0025387	[0, 8, 3, 0, 3]	Pill-rolling tremor
HP_0025388	[0, 2, 1, 3, 2, 0]	Thyroid nodule
HP_0025389	[0, 6, 3, 6, 3, 1]	Pulmonary interstitial high-resolution computed tomography abnormality
HP_0025390	[0, 6, 3, 6, 2, 0]	Reticular pattern on pulmonary HRCT
HP_0025391	[3, 8, 9, 6, 0, 1]	Crazy paving pattern
HP_0025392	[0, 6, 3, 6, 8, 0]	Nodular pattern on pulmonary HRCT
HP_0025393	[0, 6, 3, 6, 6, 0]	Reticulonodular pattern on pulmonary HRCT
HP_0025394	[0, 6, 3, 6, 3, 2]	Cystic pattern on pulmonary HRCT
HP_0025395	[0, 6, 3, 6, 2, 1]	Combined cystic and ground-glass pattern on pulmonary HRCT
HP_0025396	[0, 6, 3, 6, 9, 0]	Decreased attenuation pattern on pulmonary HRCT
HP_0025397	[0, 6, 3, 6, 5, 0]	Mosaic attenuation pattern on pulmonary HRCT
HP_0025398	[0, 6, 3, 6, 0, 0]	Nodular-perilymphatic pattern on pulmonary HRCT
HP_0025399	[0, 2, 2, 6, 4, 0]	Nodular-centrilobular with tree-in-bud pattern on pulmonary HRCT
HP_0025400	[0, 6, 3, 6, 6, 1]	Nodular-random pattern on pulmonary HRCT
HP_0025401	[0, 1, 2, 7, 6, 0]	Staring gaze
HP_0025402	[0, 6, 8, 5, 7, 3]	Square-wave jerks
HP_0025403	[0, 1, 2, 7, 1, 1]	Stooped posture
HP_0025404	[0, 0, 7, 7, 7, 2]	Abnormal visual fixation
HP_0025405	[0, 0, 7, 6, 4, 1]	Visual fixation instability
HP_0025406	[3, 2, 3, 7, 2]	Asthenia
HP_0025407	[0, 7, 6, 7, 4]	Rectourethral fistula
HP_0025408	[0, 7, 7, 2, 2, 2]	Abnormal spleen morphology
HP_0025409	[1, 6, 0, 0, 3]	Abnormal spleen physiology
HP_0025410	[0, 2, 0, 2, 5, 1]	Splenogonadal fusion
HP_0025413	[0, 7, 0, 6, 2, 2]	Fossa navicularis urethral stricture
HP_0025414	[0, 7, 0, 6, 2, 3]	Pendulous urethral stricture
HP_0025415	[0, 7, 0, 7, 3, 2]	Bulbar urethral stricture
HP_0025416	[0, 7, 0, 1, 7, 0]	Vaginal stricture
HP_0025417	[0, 7, 0, 6, 6, 4]	Patulous urethra
HP_0025418	[0, 5, 6, 7, 6, 0]	Renal cortical necrosis
HP_0025419	[0, 6, 3, 3, 3, 0]	Pulmonary pneumatocele
HP_0025420	[0, 1, 7, 0, 4]	Diffuse alveolar hemorrhage
HP_0025421	[0, 6, 4, 2, 5, 2]	Pneumomediastinum
HP_0025422	[0, 0, 6, 7, 6, 3]	Pleural cyst
HP_0025423	[0, 6, 3, 5, 6, 2]	Abnormal larynx morphology
HP_0025424	[0, 0, 5, 3, 2]	Abnormal larynx physiology
HP_0025425	[0, 6, 3, 2, 2, 4]	Laryngospasm
HP_0025426	[0, 6, 3, 1, 3, 2]	Abnormal bronchus morphology
HP_0025427	[0, 7, 3, 5, 1]	Abnormal bronchus physiology
HP_0025429	[0, 1, 1, 8, 4]	Abnormal cry
HP_0025430	[0, 0, 7, 4, 4, 3]	High-pitched cry
HP_0025431	[0, 1, 5, 9, 5]	Staccato cry
HP_0025432	[0, 5, 5, 0, 7, 0]	Acanthoma
HP_0025433	[1, 8, 4, 1, 2, 0]	Decreased lecithin cholesterol acyl transferase level
HP_0025434	[1, 6, 1, 1, 3]	Reduced circulating CH50 activity
HP_0025435	[1, 8, 0, 3, 1]	Increased circulating lactate dehydrogenase concentration
HP_0025436	[1, 1, 6, 7, 1]	Elevated serum 11-deoxycortisol
HP_0025437	[0, 3, 3, 0, 3]	Macrozoospermia
HP_0025439	[0, 7, 7, 4, 4, 1]	Pharyngitis
HP_0025440	[7, 8, 4, 1]	Warm reactive autoantibody positivity
HP_0025441	[3, 4, 5, 8, 3]	Achilles tendon calcification
HP_0025443	[0, 6, 5, 9, 0, 1]	Abnormal cardiac atrial physiology
HP_0025444	[0, 2, 5, 1, 2]	Reduced amygdala volume
HP_0025445	[0, 5, 1, 2, 3]	Abnormal papillary muscle morphology
HP_0025446	[0, 6, 7, 2, 4, 0]	Anomalous insertion of papillary muscle directly into anterior mitral leaflet
HP_0025447	[0, 1, 4, 3, 5]	Displacement of the papillary muscles
HP_0025448	[3, 2, 0, 5, 2]	Anterior displacement of the papillary muscles
HP_0025449	[0, 6, 9, 0, 0, 1]	Apically displaced anterolateral papillary muscle
HP_0025451	[0, 7, 2, 0, 5]	Testicular adrenal rest tumor
HP_0025452	[0, 5, 6, 3, 3]	Pyoderma gangrenosum
HP_0025453	[3, 5, 7, 1, 4]	Delayed adrenarche
HP_0025454	[1, 0, 0, 4, 2]	Abnormal CSF metabolite concentration
HP_0025455	[1, 0, 5, 0, 0]	Decreased CSF 5-hydroxyindolacetic acid concentration
HP_0025456	[1, 0, 0, 5, 0]	Abnormal CSF protein concentration
HP_0025457	[1, 0, 5, 4, 0]	Decreased CSF protein concentration
HP_0025458	[1, 0, 5, 4, 1]	Decreased CSF albumin concentration
HP_0025459	[1, 0, 2, 5, 0]	Increased CSF/serum albumin ratio
HP_0025460	[1, 7, 4, 5, 4]	High myoinositol in brain by MRS
HP_0025461	[3, 3, 6, 0, 3]	Abnormal cell morphology
HP_0025463	[1, 7, 7, 3, 2]	Abnormality of redox activity
HP_0025464	[1, 8, 0, 0, 0]	Increased reactive oxygen species production
HP_0025465	[1, 6, 0, 7, 3]	Abnormal circulating beta globulin level
HP_0025466	[1, 3, 3, 2, 0]	Beta 2-microglobulinuria
HP_0025469	[0, 5, 3, 5, 3, 1]	Anagen effluvium
HP_0025470	[0, 5, 3, 5, 0, 3]	Telogen effluvium
HP_0025471	[0, 4, 0, 5, 5, 0]	Congenital panfollicular nevus
HP_0025472	[0, 5, 3, 6, 1, 3]	Recurrent plantar mycosis
HP_0025473	[0, 5, 1, 8, 2]	Hyperpigmented papule
HP_0025474	[0, 5, 3, 8, 5, 0]	Erythematous plaque
HP_0025475	[0, 1, 5, 6, 0, 0]	Erythematous macule
HP_0025476	[1, 1, 3, 2, 3]	Testicular lipomatosis
HP_0025477	[3, 4, 5, 8, 4]	Periarticular calcification
HP_0025478	[0, 6, 8, 4, 6, 1]	Atrial standstill
HP_0025479	[0, 0, 7, 8, 8, 0]	Self-neglect
HP_0025480	[0, 4, 7, 1, 2, 2]	Lipomyelomeningocele
HP_0025481	[0, 2, 4, 5, 5, 1]	Cervical hemivertebrae
HP_0025482	[0, 0, 7, 4, 2, 1, 1]	Positive perchlorate discharge test
HP_0025483	[1, 1, 4, 6, 1]	Abnormal circulating thyroglobulin concentration
HP_0025484	[1, 3, 1, 0, 0]	Increased circulating thyroglobulin concentration
HP_0025485	[0, 2, 6, 1, 2]	Vaginal adenosis
HP_0025486	[0, 2, 7, 4, 7, 1]	Fused labia majora
HP_0025487	[0, 7, 0, 7, 2, 2]	Abnormal bladder morphology
HP_0025488	[0, 7, 0, 7, 4, 1]	Detrusor sphincter dyssynergia
HP_0025489	[0, 9, 9, 3, 4]	Bladder duplication
HP_0025490	[0, 6, 4, 2, 1, 2]	Myocardial bridging
HP_0025491	[0, 3, 0, 2, 4]	Venous stenosis
HP_0025492	[0, 5, 0, 1, 3]	Microcoria
HP_0025493	[0, 0, 6, 8, 3, 2]	Palmoplantar erythema
HP_0025494	[0, 9, 5, 3, 1]	Coated aorta
HP_0025495	[0, 3, 0, 7, 6, 1]	Descending aorta hypoplasia
HP_0025496	[1, 2, 2, 8, 1]	Abnormal coronary artery physiology
HP_0025497	[0, 3, 1, 2, 3]	Coronary artery spasm
HP_0025498	[1, 2, 8, 2, 5]	Aceruloplasminemia
HP_0025499	[1, 4, 3, 1, 1]	Class I obesity
HP_0025500	[1, 4, 3, 1, 2]	Class II obesity
HP_0025501	[1, 4, 3, 1, 3]	Class III obesity
HP_0025502	[1, 4, 3, 3, 1]	Overweight
HP_0025503	[0, 6, 4, 2, 0, 1]	Anomalous coronary artery arising from the opposite sinus
HP_0025505	[0, 6, 0, 3, 1]	Anomalous origin of the circumflex artery from the right sinus of Valsalva
HP_0025506	[0, 6, 4, 2, 4, 3]	Coronary artery sandwich anomaly
HP_0025507	[0, 5, 2, 7, 2]	Yellow papule
HP_0025508	[0, 5, 2, 7, 3]	Gottron's papules
HP_0025509	[3, 5, 6, 3, 1]	Piezogenic pedal papules
HP_0025510	[0, 5, 9, 5, 1]	Nevus spilus
HP_0025511	[0, 5, 9, 8, 6, 0]	Nevus sebaceus
HP_0025512	[0, 5, 9, 3, 6]	Skin-colored papule
HP_0025513	[0, 1, 9, 8, 5]	Scleral rupture
HP_0025514	[0, 1, 9, 4, 7, 1]	Morning glory anomaly
HP_0025515	[3, 2, 4, 5, 0]	Delayed thelarche
HP_0025516	[0, 6, 0, 6, 2]	Coronary-pulmonary artery fistula
HP_0025517	[0, 0, 7, 2, 4, 6]	Hypoplastic hippocampus
HP_0025518	[0, 0, 7, 7, 7, 3]	Visual gaze preference
HP_0025519	[0, 7, 2, 7, 3]	Multiple biliary hamartomas
HP_0025520	[0, 5, 3, 8, 1, 3]	Calcinosis cutis
HP_0025521	[1, 4, 3, 4, 1]	Increased body fat percentage
HP_0025522	[0, 6, 5, 5, 3]	Elongated chordae tendinae of the mitral valve
HP_0025523	[0, 5, 1, 2, 4]	Abnormal morphology of the chordae tendinae of the mitral valve
HP_0025524	[0, 5, 3, 2, 5, 0]	Palmoplantar scaling skin
HP_0025525	[3, 0, 4, 5, 2]	Scaling skin on fingertip
HP_0025526	[0, 5, 5, 1, 5]	Psoriasiform lesion
HP_0025527	[0, 5, 5, 4, 7]	Serpiginous cutaneous lesion
HP_0025528	[0, 1, 6, 7, 3]	Annular cutaneous lesion
HP_0025529	[0, 5, 7, 0, 0]	Hyperpigmented nodule
HP_0025530	[0, 3, 8, 7, 0, 2]	Xanthomas of the palmar creases
HP_0025531	[0, 8, 8, 2, 6]	Harlequin phenomenon
HP_0025532	[1, 2, 3, 7, 1]	Positive pathergy test
HP_0025533	[0, 2, 1, 0, 4]	Peau d'orange
HP_0025534	[0, 1, 5, 5, 3, 2]	Ocular melanocytosis
HP_0025535	[0, 8, 8, 1, 1]	Shawl sign
HP_0025536	[0, 8, 8, 7, 2]	V-sign
HP_0025537	[0, 2, 3, 7, 7, 2]	Plantar edema
HP_0025538	[3, 8, 3, 6, 2]	Palmar edema
HP_0025539	[1, 6, 0, 2, 1]	Abnormal B cell subset distribution
HP_0025540	[1, 6, 5, 0, 3]	Abnormal T cell subset distribution
HP_0025546	[1, 7, 2, 0, 2]	Abnormal mean corpuscular hemoglobin concentration
HP_0025547	[1, 1, 1, 3, 3, 1]	Decreased mean corpuscular hemoglobin concentration
HP_0025548	[1, 3, 1, 5, 2]	Increased mean corpuscular hemoglobin concentration
HP_0025549	[0, 1, 0, 7, 3, 1]	Eccentric visual fixation
HP_0025550	[1, 3, 1, 7, 0]	Elevated circulating ribitol concentration
HP_0025551	[0, 4, 4, 1, 7, 1]	Optic nerve misrouting
HP_0025552	[0, 1, 5, 6, 4]	Periorbital purpura
HP_0025553	[0, 1, 5, 7, 2, 0]	Periorbital ecchymosis with tarsal plate sparing
HP_0025554	[0, 5, 2, 0, 7, 0]	Yellow nodule
HP_0025555	[0, 5, 8, 0, 6]	Periungual teleangiectasia
HP_0025558	[0, 1, 9, 3, 5]	Lamellar cataract with riders
HP_0025559	[0, 1, 9, 5, 3]	Coronary cataract
HP_0025560	[0, 1, 5, 1, 4, 1]	Anterior chamber cells
HP_0025561	[0, 1, 5, 1, 5, 0]	Anterior chamber cells grade 1+
HP_0025562	[0, 1, 5, 1, 1, 0]	Anterior chamber cells grade 0.5+
HP_0025563	[0, 1, 5, 1, 1, 1]	Anterior chamber cells grade 0
HP_0025564	[0, 1, 5, 1, 9, 0]	Anterior chamber cells grade 2+
HP_0025565	[0, 1, 5, 1, 8]	Anterior chamber cells grade 3+
HP_0025566	[0, 1, 5, 1, 2, 1]	Anterior chamber cells grade 4+
HP_0025567	[0, 1, 0, 6, 5]	Central serous chorioretinopathy
HP_0025568	[0, 5, 2, 4, 6]	Abnormal morphology of the choroidal vasculature
HP_0025569	[0, 5, 2, 4, 1, 1]	Polypoidal choroidal vasculopathy
HP_0025570	[0, 3, 6, 6, 4, 2]	Choroidal vascular hyperpermeability
HP_0025571	[0, 1, 9, 3, 6]	Christmas tree cataract
HP_0025572	[0, 2, 2, 0, 6, 4]	Punctal stenosis
HP_0025573	[0, 1, 6, 2, 7, 0]	Mild myopia
HP_0025574	[0, 1, 5, 6, 0, 1]	Macular hemorrhage
HP_0025575	[0, 6, 8, 1, 6]	Abnormal superior vena cava morphology
HP_0025576	[0, 7, 0, 7, 5, 1]	Abnormal inferior vena cava morphology
HP_0025578	[0, 6, 5, 7, 1, 0]	Aortic valve prolapse
HP_0025579	[0, 3, 6, 1, 2, 1]	Abnormal left atrium morphology
HP_0025580	[0, 6, 9, 8, 1]	Abnormal right atrium morphology
HP_0025581	[7, 8, 6, 2]	Foveal hemorrhage
HP_0025582	[0, 0, 6, 7, 0, 3]	Submacular hemorrhage
HP_0025583	[0, 3, 6, 0, 7, 2]	Tapetal-like fundal reflex
HP_0025584	[0, 1, 3, 4, 2]	Hypotropia
HP_0025585	[0, 0, 2, 6, 3]	Hyperphoria
HP_0025586	[0, 1, 2, 3, 7]	Hypertropia
HP_0025587	[0, 3, 0, 0, 2, 2]	Hyperdeviation
HP_0025588	[0, 0, 8, 5, 0, 2]	Hypodeviation
HP_0025589	[0, 5, 3, 7, 4, 0]	Cyclodeviation
HP_0025590	[0, 0, 0, 8, 4, 0]	Abnormal extraocular muscle physiology
HP_0025591	[0, 7, 0, 7, 2, 3]	Abnormal superior oblique muscle physiology
HP_0025592	[3, 4, 1, 5, 2]	Superior oblique muscle weakness
HP_0025593	[3, 4, 1, 5, 3]	Superior oblique muscle restriction
HP_0025594	[3, 2, 8, 8, 3]	Superior oblique muscle overaction
HP_0025595	[0, 8, 5, 1, 0]	Superior oblique muscle underaction
HP_0025596	[3, 8, 6, 6, 6]	Abnormal inferior oblique muscle physiology
HP_0025597	[3, 8, 6, 6, 7]	Inferior oblique muscle restriction
HP_0025598	[3, 8, 6, 6, 8]	Inferior oblique muscle weakness
