concept_id	search_id	label
GO_0043316	[4, 8, 2, 6, 3]	cytotoxic T cell degranulation
GO_0043317	[4, 8, 4, 8, 6]	regulation of cytotoxic T cell degranulation
GO_0043318	[4, 8, 4, 8, 0]	negative regulation of cytotoxic T cell degranulation
GO_0043319	[4, 8, 4, 8, 1]	positive regulation of cytotoxic T cell degranulation
GO_0043320	[4, 8, 4, 4, 8]	natural killer cell degranulation
GO_0043321	[4, 7, 2, 0, 3, 1]	regulation of natural killer cell degranulation
GO_0043322	[4, 8, 4, 4, 9]	negative regulation of natural killer cell degranulation
GO_0043323	[4, 7, 7, 5, 3]	positive regulation of natural killer cell degranulation
GO_0043324	[1, 1, 1, 3, 1, 0]	pigment metabolic process involved in developmental pigmentation
GO_0043326	[0, 9, 3, 2, 1]	chemotaxis to folate
GO_0043327	[7, 0, 5, 0]	chemotaxis to cAMP
GO_0043328	[6, 8, 8, 9, 3, 3]	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO_0043330	[4, 0, 7, 1]	response to exogenous dsRNA
GO_0043331	[6, 7, 3, 7, 1]	response to dsRNA
GO_0043335	[5, 3, 9, 5]	protein unfolding
GO_0043353	[1, 6, 4, 6, 7, 0]	enucleate erythrocyte differentiation
GO_0043354	[1, 2, 7, 1, 8, 0]	enucleate erythrocyte maturation
GO_0043362	[4, 7, 8, 8, 2]	nucleate erythrocyte maturation
GO_0043363	[1, 6, 4, 6, 7, 1]	nucleate erythrocyte differentiation
GO_0043366	[4, 4, 7, 1, 2]	beta selection
GO_0043367	[4, 8, 3, 6, 8]	CD4-positive, alpha-beta T cell differentiation
GO_0043368	[4, 4, 7, 0, 1]	positive T cell selection
GO_0043369	[4, 8, 3, 5, 3]	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment
GO_0043370	[4, 8, 3, 7, 0]	regulation of CD4-positive, alpha-beta T cell differentiation
GO_0043371	[4, 8, 3, 7, 1]	negative regulation of CD4-positive, alpha-beta T cell differentiation
GO_0043372	[4, 8, 3, 6, 4]	positive regulation of CD4-positive, alpha-beta T cell differentiation
GO_0043373	[4, 8, 3, 6, 1]	CD4-positive, alpha-beta T cell lineage commitment
GO_0043374	[4, 8, 3, 5, 4]	CD8-positive, alpha-beta T cell differentiation
GO_0043375	[4, 8, 3, 5, 5]	CD8-positive, alpha-beta T cell lineage commitment
GO_0043376	[4, 8, 3, 0, 0, 1]	regulation of CD8-positive, alpha-beta T cell differentiation
GO_0043377	[4, 8, 3, 8, 2]	negative regulation of CD8-positive, alpha-beta T cell differentiation
GO_0043378	[4, 8, 3, 0, 3]	positive regulation of CD8-positive, alpha-beta T cell differentiation
GO_0043379	[4, 8, 1, 2, 7]	memory T cell differentiation
GO_0043380	[4, 8, 1, 3, 2]	regulation of memory T cell differentiation
GO_0043381	[4, 8, 1, 3, 3]	negative regulation of memory T cell differentiation
GO_0043382	[4, 8, 1, 1, 1]	positive regulation of memory T cell differentiation
GO_0043383	[4, 4, 7, 1, 3]	negative T cell selection
GO_0043385	[3, 2, 9, 4, 7, 0]	mycotoxin metabolic process
GO_0043386	[3, 8, 6, 0, 0, 1]	mycotoxin biosynthetic process
GO_0043387	[3, 0, 4, 2, 2]	mycotoxin catabolic process
GO_0043388	[6, 3, 9, 5, 1, 0]	positive regulation of DNA binding
GO_0043392	[6, 5, 7, 5, 2]	negative regulation of DNA binding
GO_0043393	[6, 0, 1, 4, 2]	regulation of protein binding
GO_0043396	[0, 8, 5, 2]	corticotropin-releasing hormone secretion
GO_0043397	[0, 8, 5, 3]	regulation of corticotropin-releasing hormone secretion
GO_0043400	[3, 1, 9, 0, 2, 1]	cortisol secretion
GO_0043401	[7, 7, 2, 6, 7, 2]	steroid hormone receptor signaling pathway
GO_0043403	[1, 6, 6, 7, 8, 2]	skeletal muscle tissue regeneration
GO_0043405	[7, 1, 7, 2, 5, 0]	regulation of MAP kinase activity
GO_0043406	[7, 1, 7, 2, 1]	positive regulation of MAP kinase activity
GO_0043407	[7, 1, 7, 2, 5, 1]	negative regulation of MAP kinase activity
GO_0043408	[7, 1, 3, 4, 0]	regulation of MAPK cascade
GO_0043409	[7, 1, 3, 4, 1]	negative regulation of MAPK cascade
GO_0043410	[7, 7, 1, 9, 4, 1]	positive regulation of MAPK cascade
GO_0043412	[6, 3, 7, 7, 0, 0]	macromolecule modification
GO_0043413	[6, 3, 7, 7, 0, 1]	macromolecule glycosylation
GO_0043414	[3, 0, 4, 4, 4, 1]	macromolecule methylation
GO_0043415	[1, 6, 6, 7, 5, 1]	positive regulation of skeletal muscle tissue regeneration
GO_0043416	[1, 6, 6, 4, 4, 3]	regulation of skeletal muscle tissue regeneration
GO_0043417	[1, 6, 6, 4, 7, 2]	negative regulation of skeletal muscle tissue regeneration
GO_0043418	[3, 1, 5, 1, 4, 1]	homocysteine catabolic process
GO_0043419	[3, 2, 0, 2, 7]	urea catabolic process
GO_0043420	[3, 2, 6, 3, 6, 2]	anthranilate metabolic process
GO_0043421	[3, 2, 0, 5, 5, 1]	anthranilate catabolic process
GO_0043427	[3, 7, 6, 7, 7]	carbon fixation by 3-hydroxypropionate cycle
GO_0043433	[6, 5, 8, 4, 0]	negative regulation of DNA-binding transcription factor activity
GO_0043434	[0, 9, 3, 1, 2]	response to peptide hormone
GO_0043435	[0, 8, 5, 4]	response to corticotropin-releasing hormone
GO_0043436	[3, 0, 4, 3, 3, 0]	oxoacid metabolic process
GO_0043438	[3, 2, 2, 7, 6, 1]	acetoacetic acid metabolic process
GO_0043441	[3, 7, 1, 6, 2, 2]	acetoacetic acid biosynthetic process
GO_0043442	[3, 2, 2, 3, 4, 0]	acetoacetic acid catabolic process
GO_0043446	[3, 2, 6, 4, 2, 1]	alkane metabolic process
GO_0043447	[3, 2, 6, 4, 7, 1]	alkane biosynthetic process
GO_0043448	[3, 2, 6, 4, 2, 2]	alkane catabolic process
GO_0043449	[3, 2, 6, 4, 0, 2]	alkene metabolic process
GO_0043450	[3, 8, 1, 2, 2]	alkene biosynthetic process
GO_0043451	[3, 2, 6, 4, 6, 0]	alkene catabolic process
GO_0043452	[3, 0, 4, 7, 5]	alkyne metabolic process
GO_0043453	[3, 8, 5, 4, 1]	alkyne biosynthetic process
GO_0043454	[3, 2, 6, 0, 4, 0]	alkyne catabolic process
GO_0043455	[1, 1, 4, 3, 0, 0]	regulation of secondary metabolic process
GO_0043456	[3, 0, 7, 7, 6]	regulation of pentose-phosphate shunt
GO_0043457	[7, 1, 8, 6, 4]	regulation of cellular respiration
GO_0043461	[1, 4, 8, 3, 4, 0]	proton-transporting ATP synthase complex assembly
GO_0043462	[7, 1, 1, 1, 0]	regulation of ATP-dependent activity
GO_0043463	[3, 0, 6, 0, 2, 0]	regulation of rhamnose catabolic process
GO_0043464	[3, 4, 0, 6, 3]	malolactic fermentation
GO_0043465	[3, 0, 3, 2, 4]	regulation of fermentation
GO_0043466	[3, 6, 8, 6, 4, 2]	pyrimidine nucleobase fermentation
GO_0043467	[3, 6, 3, 2, 1]	regulation of generation of precursor metabolites and energy
GO_0043468	[3, 0, 0, 2, 1]	regulation of fucose catabolic process
GO_0043469	[3, 0, 3, 5, 5]	regulation of D-xylose catabolic process
GO_0043470	[3, 5, 4, 6, 2]	regulation of carbohydrate catabolic process
GO_0043473	[1, 1, 1, 4, 8]	pigmentation
GO_0043474	[1, 1, 1, 7, 0, 1]	pigment metabolic process involved in pigmentation
GO_0043475	[3, 8, 4, 5, 0]	pigment metabolic process involved in pigment accumulation
GO_0043476	[3, 8, 4, 5, 1]	pigment accumulation
GO_0043477	[3, 8, 4, 5, 2]	pigment biosynthetic process involved in pigment accumulation
GO_0043478	[3, 8, 4, 5, 3]	pigment accumulation in response to UV light
GO_0043479	[3, 8, 4, 1, 0]	pigment accumulation in tissues in response to UV light
GO_0043480	[3, 8, 4, 1, 1]	pigment accumulation in tissues
GO_0043481	[3, 8, 4, 1, 2]	anthocyanin accumulation in tissues in response to UV light
GO_0043482	[3, 8, 4, 1, 3]	cellular pigment accumulation
GO_0043483	[3, 8, 4, 2, 2]	anthocyanin biosynthetic process involved in anthocyanin accumulation in response to UV light
GO_0043484	[6, 3, 0, 3, 3, 1]	regulation of RNA splicing
GO_0043485	[6, 8, 7, 5, 5]	endosome to pigment granule transport
GO_0043487	[6, 3, 9, 0, 1, 0]	regulation of RNA stability
GO_0043488	[6, 3, 9, 0, 2, 1]	regulation of mRNA stability
GO_0043489	[6, 3, 7, 0, 0, 0]	RNA stabilization
GO_0043490	[3, 3, 2, 2, 1]	malate-aspartate shuttle
GO_0043491	[7, 7, 5, 1, 7, 1]	phosphatidylinositol 3-kinase/protein kinase B signal transduction
GO_0043496	[6, 0, 1, 4, 3]	regulation of protein homodimerization activity
GO_0043500	[1, 6, 7, 1, 3, 2]	muscle adaptation
GO_0043501	[1, 6, 7, 1, 3, 3]	skeletal muscle adaptation
GO_0043502	[1, 6, 6, 4, 6, 1]	regulation of muscle adaptation
GO_0043503	[1, 6, 7, 5, 1, 2]	skeletal muscle fiber adaptation
GO_0043504	[6, 7, 0, 7, 5]	mitochondrial DNA repair
GO_0043506	[7, 1, 3, 4, 2]	regulation of JUN kinase activity
GO_0043507	[7, 1, 3, 0, 5]	positive regulation of JUN kinase activity
GO_0043508	[7, 1, 3, 4, 3]	negative regulation of JUN kinase activity
GO_0043516	[4, 3, 3, 5]	regulation of DNA damage response, signal transduction by p53 class mediator
GO_0043517	[4, 3, 3, 2, 0]	positive regulation of DNA damage response, signal transduction by p53 class mediator
GO_0043518	[4, 3, 3, 8]	negative regulation of DNA damage response, signal transduction by p53 class mediator
GO_0043519	[6, 2, 2, 4, 1, 0]	regulation of myosin II filament organization
GO_0043520	[6, 2, 2, 3, 1]	regulation of myosin II filament assembly
GO_0043521	[6, 2, 6, 6, 9, 1]	regulation of myosin II filament disassembly
GO_0043523	[4, 5, 6, 9, 0]	regulation of neuron apoptotic process
GO_0043524	[4, 5, 1, 0, 0]	negative regulation of neuron apoptotic process
GO_0043525	[4, 5, 5, 6, 0]	positive regulation of neuron apoptotic process
GO_0043534	[1, 6, 1, 8, 6, 2]	blood vessel endothelial cell migration
GO_0043535	[1, 1, 6, 0, 5, 0]	regulation of blood vessel endothelial cell migration
GO_0043536	[1, 6, 1, 1, 3, 0]	positive regulation of blood vessel endothelial cell migration
GO_0043537	[1, 1, 6, 0, 5, 1]	negative regulation of blood vessel endothelial cell migration
GO_0043542	[1, 6, 1, 6, 3, 0]	endothelial cell migration
GO_0043543	[5, 3, 3, 3, 0]	protein acylation
GO_0043545	[3, 2, 2, 5, 0]	molybdopterin cofactor metabolic process
GO_0043547	[7, 1, 9, 2, 1]	positive regulation of GTPase activity
GO_0043549	[7, 1, 7, 2, 7, 0]	regulation of kinase activity
GO_0043550	[7, 1, 0, 3, 2]	regulation of lipid kinase activity
GO_0043554	[3, 3, 2, 7, 2]	aerobic respiration, using arsenite as electron donor
GO_0043555	[6, 5, 1, 4, 1]	regulation of translation in response to stress
GO_0043556	[6, 5, 0, 7, 2]	regulation of translation in response to oxidative stress
GO_0043557	[3, 0, 5, 1, 0, 1]	regulation of translation in response to osmotic stress
GO_0043558	[6, 5, 1, 0, 0]	regulation of translational initiation in response to stress
GO_0043561	[6, 5, 1, 0, 1]	regulation of translational initiation in response to osmotic stress
GO_0043562	[3, 1, 3, 6, 3, 1]	cellular response to nitrogen levels
GO_0043567	[7, 7, 7, 7, 0]	regulation of insulin-like growth factor receptor signaling pathway
GO_0043568	[7, 7, 1, 6, 6, 1]	positive regulation of insulin-like growth factor receptor signaling pathway
GO_0043569	[7, 7, 8, 0, 1]	negative regulation of insulin-like growth factor receptor signaling pathway
GO_0043570	[6, 7, 7, 5, 2]	maintenance of DNA repeat elements
GO_0043571	[6, 3, 2, 7, 1]	maintenance of CRISPR repeat elements
GO_0043572	[6, 8, 6, 6, 5]	plastid fission
GO_0043573	[3, 4, 9, 7, 3]	leucoplast fission
GO_0043574	[6, 8, 7, 4, 6]	peroxisomal transport
GO_0043575	[0, 1, 1, 2, 0]	detection of osmotic stimulus
GO_0043576	[7, 1, 8, 6, 1, 0]	regulation of respiratory gaseous exchange
GO_0043577	[1, 0, 4, 4, 3]	chemotropism
GO_0043578	[6, 8, 4, 8, 3]	nuclear matrix organization
GO_0043579	[6, 8, 1, 2, 0, 1]	elaioplast organization
GO_0043580	[6, 8, 6, 0, 2]	periplasmic space organization
GO_0043582	[3, 2, 7, 4, 4]	sporangium development
GO_0043583	[1, 4, 4, 6, 4, 1]	ear development
GO_0043584	[1, 4, 4, 6, 4, 2]	nose development
GO_0043585	[1, 4, 0, 2, 5, 1]	nose morphogenesis
GO_0043586	[1, 4, 3, 3, 2, 1]	tongue development
GO_0043587	[1, 4, 3, 1, 2, 5]	tongue morphogenesis
GO_0043588	[1, 4, 8, 7, 2, 1]	skin development
GO_0043589	[1, 4, 4, 5, 6, 3]	skin morphogenesis
GO_0043602	[3, 0, 3, 7, 2]	nitrate catabolic process
GO_0043603	[3, 7, 4, 4, 1, 0]	amide metabolic process
GO_0043604	[3, 7, 7, 8, 2]	amide biosynthetic process
GO_0043605	[3, 2, 3, 6, 4, 5]	amide catabolic process
GO_0043606	[3, 2, 9, 3, 1, 3]	formamide metabolic process
GO_0043607	[3, 8, 6, 6, 2]	formamide biosynthetic process
GO_0043608	[3, 2, 3, 6, 5, 1]	formamide catabolic process
GO_0043609	[3, 0, 3, 2, 5]	regulation of carbon utilization
GO_0043610	[3, 0, 3, 4, 5]	regulation of carbohydrate utilization
GO_0043611	[3, 2, 9, 6, 3, 0]	isoprene metabolic process
GO_0043612	[3, 8, 1, 2, 3]	isoprene biosynthetic process
GO_0043613	[3, 2, 3, 3, 5, 2]	isoprene catabolic process
GO_0043615	[1, 1, 2, 8, 6, 2]	astrocyte cell migration
GO_0043616	[1, 1, 2, 6, 1]	keratinocyte proliferation
GO_0043617	[0, 4, 1, 4]	cellular response to sucrose starvation
GO_0043622	[6, 4, 5, 5, 1]	cortical microtubule organization
GO_0043627	[0, 8, 7, 0]	response to estrogen
GO_0043628	[6, 3, 2, 4, 1]	regulatory ncRNA 3'-end processing
GO_0043632	[6, 3, 7, 7, 7]	modification-dependent macromolecule catabolic process
GO_0043633	[6, 2, 5, 7, 2]	polyadenylation-dependent RNA catabolic process
GO_0043634	[6, 3, 2, 4, 2]	polyadenylation-dependent ncRNA catabolic process
GO_0043635	[3, 2, 6, 0, 2, 3]	methylnaphthalene catabolic process
GO_0043636	[3, 2, 6, 6, 4, 0]	bisphenol A catabolic process
GO_0043637	[3, 2, 1, 6, 7, 1]	puromycin metabolic process
GO_0043638	[3, 6, 9, 7, 6]	puromycin biosynthetic process
GO_0043639	[3, 2, 6, 1, 1, 1]	benzoate catabolic process
GO_0043640	[3, 2, 6, 1, 6, 1]	benzoate catabolic process via hydroxylation
GO_0043641	[3, 8, 8, 5, 2, 0]	novobiocin metabolic process
GO_0043642	[3, 8, 8, 5, 2, 1]	novobiocin biosynthetic process
GO_0043643	[3, 7, 1, 0, 1, 1]	tetracycline metabolic process
GO_0043644	[3, 8, 3, 1, 5]	tetracycline biosynthetic process
GO_0043645	[3, 8, 3, 4, 5]	cephalosporin metabolic process
GO_0043646	[3, 8, 3, 4, 6]	cephalosporin biosynthetic process
GO_0043647	[3, 6, 5, 4, 3]	inositol phosphate metabolic process
GO_0043648	[3, 2, 6, 4, 0, 3]	dicarboxylic acid metabolic process
GO_0043649	[3, 2, 2, 0, 0, 0]	dicarboxylic acid catabolic process
GO_0043650	[3, 0, 4, 1, 6, 1]	dicarboxylic acid biosynthetic process
GO_0043651	[3, 7, 1, 2, 1, 1]	linoleic acid metabolic process
GO_0043652	[4, 5, 3, 7, 0]	engulfment of apoptotic cell
GO_0043653	[7, 6, 3, 2, 1]	mitochondrial fragmentation involved in apoptotic process
GO_0043654	[1, 0, 4, 3, 2]	recognition of apoptotic cell
GO_0043683	[6, 6, 5, 7, 0]	type IV pilus assembly
GO_0043685	[6, 3, 4, 3, 3]	conversion of glutamyl-tRNA to glutaminyl-tRNA
GO_0043686	[5, 4, 0, 8]	co-translational protein modification
GO_0043687	[5, 3, 1, 7, 2]	post-translational protein modification
GO_0043688	[6, 3, 4, 7, 4, 1]	conversion of aspartyl-tRNA to asparaginyl-tRNA
GO_0043691	[3, 4, 1, 1, 5, 0]	reverse cholesterol transport
GO_0043692	[3, 2, 1, 7, 7, 1]	monoterpene metabolic process
GO_0043693	[3, 8, 1, 2, 4]	monoterpene biosynthetic process
GO_0043694	[3, 2, 3, 6, 3, 1]	monoterpene catabolic process
GO_0043695	[0, 2, 7, 8, 0]	detection of pheromone
GO_0043696	[1, 6, 4, 4, 2, 0]	dedifferentiation
GO_0043697	[1, 6, 4, 6, 2, 0]	cell dedifferentiation
GO_0043703	[1, 5, 1, 4, 1]	photoreceptor cell fate determination
GO_0043704	[1, 5, 1, 7, 2]	photoreceptor cell fate specification
GO_0043705	[3, 2, 2, 5, 7, 0]	cyanophycin metabolic process
GO_0043707	[6, 2, 4, 4, 1]	cell adhesion involved in single-species biofilm formation in or on host organism
GO_0043708	[4, 7, 5, 8, 6]	cell adhesion involved in biofilm formation
GO_0043709	[6, 2, 4, 3, 0]	cell adhesion involved in single-species biofilm formation
GO_0043710	[6, 2, 4, 4, 2]	cell adhesion involved in multi-species biofilm formation
GO_0043711	[1, 4, 1, 5, 6, 4]	pilus organization
GO_0043903	[0, 2, 8, 3, 1]	regulation of biological process involved in symbiotic interaction
GO_0043921	[6, 6, 6, 2, 0]	modulation by host of viral transcription
GO_0043922	[6, 6, 6, 2, 1]	negative regulation by host of viral transcription
GO_0043923	[7, 7, 1, 5, 4, 1]	positive regulation by host of viral transcription
GO_0043929	[1, 2, 5, 7, 0, 0]	primary ovarian follicle growth involved in double layer follicle stage
GO_0043930	[1, 2, 5, 7, 0, 1]	primary ovarian follicle growth involved in primary follicle stage
GO_0043931	[1, 6, 3, 7, 5, 0]	ossification involved in bone maturation
GO_0043932	[1, 6, 3, 7, 5, 1]	ossification involved in bone remodeling
GO_0043933	[6, 1, 0, 0, 0]	protein-containing complex organization
GO_0043934	[6, 6, 1, 7, 1]	sporulation
GO_0043935	[1, 1, 1, 1, 7, 0]	sexual sporulation resulting in formation of a cellular spore
GO_0043936	[1, 1, 8, 4, 3, 0]	asexual sporulation resulting in formation of a cellular spore
GO_0043937	[1, 1, 3, 5, 2, 0]	regulation of sporulation
GO_0043938	[3, 1, 2, 5, 0]	positive regulation of sporulation
GO_0043939	[1, 1, 3, 5, 7, 0]	negative regulation of sporulation
GO_0043940	[1, 1, 5, 1, 6, 0]	regulation of sexual sporulation resulting in formation of a cellular spore
GO_0043941	[1, 1, 1, 1, 7, 1]	positive regulation of sexual sporulation resulting in formation of a cellular spore
GO_0043942	[1, 1, 5, 1, 6, 1]	negative regulation of sexual sporulation resulting in formation of a cellular spore
GO_0043943	[1, 1, 5, 7, 6, 0]	regulation of asexual sporulation resulting in formation of a cellular spore
GO_0043944	[1, 1, 5, 7, 6, 1]	negative regulation of asexual sporulation resulting in formation of a cellular spore
GO_0043945	[1, 1, 8, 4, 3, 1]	positive regulation of asexual sporulation resulting in formation of a cellular spore
GO_0043949	[7, 7, 6, 7, 3]	regulation of cAMP-mediated signaling
GO_0043950	[7, 7, 1, 1, 0, 0]	positive regulation of cAMP-mediated signaling
GO_0043951	[7, 7, 6, 7, 2, 0]	negative regulation of cAMP-mediated signaling
GO_0043952	[6, 8, 5, 2, 1]	protein transport by the Sec complex
GO_0043953	[6, 4, 0, 4, 0]	protein transport by the Tat complex
GO_0043954	[6, 3, 2, 7, 2]	cellular component maintenance
GO_0044001	[0, 6, 2, 6, 1]	migration in host
GO_0044002	[0, 6, 0, 7, 1]	acquisition of nutrients from host
GO_0044003	[0, 6, 5, 1, 1]	symbiont-mediated perturbation of host process
GO_0044010	[6, 2, 4, 7, 0]	single-species biofilm formation
GO_0044011	[6, 2, 4, 5, 0]	single-species biofilm formation on inanimate substrate
GO_0044027	[6, 7, 7, 2, 1]	negative regulation of gene expression via chromosomal CpG island methylation
GO_0044029	[6, 7, 6, 5, 1]	positive regulation of gene expression via chromosomal CpG island demethylation
GO_0044036	[3, 0, 4, 4, 2, 1]	cell wall macromolecule metabolic process
GO_0044038	[3, 0, 4, 4, 2, 2]	cell wall macromolecule biosynthetic process
GO_0044042	[3, 0, 5, 1, 0, 2]	glucan metabolic process
GO_0044053	[0, 6, 2, 2, 1]	translocation of peptides or proteins into host cell cytoplasm
GO_0044057	[7, 1, 3, 6, 4]	regulation of system process
GO_0044058	[0, 5, 3, 4]	regulation of digestive system process
GO_0044060	[3, 1, 4, 8, 2]	regulation of endocrine process
GO_0044062	[0, 5, 2, 5, 1]	regulation of excretion
GO_0044065	[7, 1, 8, 6, 1, 1]	regulation of respiratory system process
GO_0044066	[0, 6, 5, 2, 1]	symbiont-mediated disruption of host cell nucleus
GO_0044067	[0, 6, 6, 8, 2]	symbiont-mediated perturbation of host cell-cell junction
GO_0044068	[0, 6, 2, 3, 0]	symbiont-mediated perturbation of host cellular process
GO_0044070	[3, 3, 7, 1, 4]	regulation of monoatomic anion transport
GO_0044071	[4, 7, 4, 6, 2]	symbiont-mediated perturbation of host cell cycle progression
GO_0044075	[0, 6, 5, 0, 0]	symbiont-mediated perturbation of host vacuole organization
GO_0044077	[0, 6, 5, 4, 3]	symbiont-mediated perturbation of host receptor-mediated endocytosis
GO_0044079	[0, 6, 0, 0, 0]	symbiont-mediated perturbation of host neurotransmitter secretion
GO_0044082	[7, 7, 5, 7, 4, 1]	symbiont-mediated perturbation of host small GTPase-mediated signal transduction
GO_0044083	[7, 7, 5, 5, 3]	symbiont-mediated perturbation of host Rho small GTPase signal transduction
GO_0044085	[0, 6, 4, 5, 2]	cellular component biogenesis
GO_0044087	[3, 1, 4, 2, 3]	regulation of cellular component biogenesis
GO_0044088	[7, 1, 1, 5, 1]	regulation of vacuole organization
GO_0044089	[6, 2, 6, 4, 0, 0]	positive regulation of cellular component biogenesis
GO_0044090	[6, 8, 8, 2, 6]	positive regulation of vacuole organization
GO_0044091	[6, 8, 4, 4, 2, 0]	membrane biogenesis
GO_0044092	[6, 3, 3, 7, 2]	negative regulation of molecular function
GO_0044093	[6, 3, 9, 5, 2, 0]	positive regulation of molecular function
GO_0044097	[6, 6, 5, 7, 1]	secretion by the type IV secretion system
GO_0044098	[6, 6, 5, 7, 2]	DNA secretion by the type IV secretion system
GO_0044111	[1, 1, 3, 5, 5, 0]	formation of structure involved in a symbiotic process
GO_0044114	[0, 6, 0, 2, 0]	development of symbiont in host
GO_0044127	[1, 1, 5, 0, 5, 0]	regulation of development of symbiont in host
GO_0044129	[0, 6, 0, 3, 0]	positive regulation of development of symbiont in host
GO_0044131	[1, 1, 5, 0, 4]	negative regulation of development of symbiont in host
GO_0044145	[1, 1, 5, 0, 5, 1]	modulation of formation of structure involved in a symbiotic process
GO_0044147	[6, 2, 4, 9, 0]	negative regulation of formation of structure involved in a symbiotic process
GO_0044149	[1, 6, 4, 6, 5, 2]	positive regulation of formation of structure involved in a symbiotic process
GO_0044179	[0, 6, 7, 4, 1]	hemolysis in another organism
GO_0044180	[1, 0, 4, 6, 4]	filamentous growth of a unicellular organism
GO_0044181	[1, 0, 4, 6, 5]	filamentous growth of a multicellular organism
GO_0044182	[1, 1, 7, 6, 6, 1]	filamentous growth of a population of unicellular organisms
GO_0044205	[3, 6, 6, 3, 6]	'de novo' UMP biosynthetic process
GO_0044206	[3, 2, 7, 6, 4, 0]	UMP salvage
GO_0044208	[3, 6, 6, 3, 7]	'de novo' AMP biosynthetic process
GO_0044209	[3, 2, 7, 6, 4, 1]	AMP salvage
GO_0044210	[3, 6, 8, 7, 5]	'de novo' CTP biosynthetic process
GO_0044211	[3, 6, 6, 5, 7]	CTP salvage
GO_0044238	[1, 0, 6, 0, 1, 1]	primary metabolic process
GO_0044241	[1, 0, 3, 0, 5, 1]	lipid digestion
GO_0044245	[1, 0, 3, 0, 5, 2]	polysaccharide digestion
GO_0044250	[3, 0, 1, 1, 4, 1]	negative regulation of metabolic activity involved in hibernation
GO_0044256	[3, 7, 1, 5, 3, 2]	protein digestion
GO_0044258	[3, 4, 1, 0, 6, 1]	intestinal lipid catabolic process
GO_0044269	[3, 2, 6, 4, 1, 2]	glycerol ether catabolic process
GO_0044272	[3, 1, 1, 0, 3, 0]	sulfur compound biosynthetic process
GO_0044273	[3, 3, 2, 8, 4]	sulfur compound catabolic process
GO_0044277	[1, 6, 7, 1, 4, 3]	cell wall disassembly
GO_0044278	[0, 6, 7, 2, 0]	venom-mediated disruption of cell wall in another organism
GO_0044281	[3, 0, 4, 4, 3, 0]	small molecule metabolic process
GO_0044282	[3, 0, 4, 4, 5, 1]	small molecule catabolic process
GO_0044283	[3, 0, 4, 4, 6, 2]	small molecule biosynthetic process
GO_0044313	[5, 0, 0, 7]	protein K6-linked deubiquitination
GO_0044314	[5, 0, 2, 7, 0]	protein K27-linked ubiquitination
GO_0044315	[5, 3, 5, 6]	protein secretion by the type VII secretion system
GO_0044319	[1, 1, 2, 4, 4, 2]	wound healing, spreading of cells
GO_0044320	[0, 7, 3, 5, 4, 0]	cellular response to leptin stimulus
GO_0044321	[0, 9, 4, 5, 4]	response to leptin
GO_0044331	[4, 7, 1, 3, 2]	cell-cell adhesion mediated by cadherin
GO_0044336	[3, 4, 7, 3, 4]	canonical Wnt signaling pathway involved in negative regulation of apoptotic process
GO_0044337	[4, 5, 7, 5, 1]	canonical Wnt signaling pathway involved in positive regulation of apoptotic process
GO_0044338	[1, 4, 7, 3, 4, 0]	canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation
GO_0044341	[7, 6, 5, 6, 1]	sodium-dependent phosphate transport
GO_0044342	[1, 4, 3, 6, 6, 1]	type B pancreatic cell proliferation
GO_0044344	[4, 1, 5, 2, 3, 0]	cellular response to fibroblast growth factor stimulus
GO_0044345	[1, 4, 1, 3, 5, 0]	stromal-epithelial cell signaling involved in prostate gland development
GO_0044346	[4, 5, 2, 1, 1]	fibroblast apoptotic process
GO_0044347	[3, 0, 6, 1, 0, 0]	cell wall polysaccharide catabolic process
GO_0044348	[3, 0, 6, 1, 0, 1]	plant-type cell wall cellulose catabolic process
GO_0044350	[6, 8, 2, 1, 1]	micropinocytosis
GO_0044351	[6, 8, 2, 6, 1]	macropinocytosis
GO_0044355	[6, 7, 1, 6, 6]	clearance of foreign intracellular DNA
GO_0044357	[6, 3, 9, 0, 0, 0]	regulation of rRNA stability
GO_0044358	[4, 3, 0, 7, 0]	venom-mediated hemorrhage
GO_0044375	[6, 8, 8, 0, 2]	regulation of peroxisome size
GO_0044379	[6, 4, 1, 6, 2]	protein localization to actin cortical patch
GO_0044380	[6, 4, 1, 9, 0]	protein localization to cytoskeleton
GO_0044381	[7, 4, 2, 6, 2]	glucose import in response to insulin stimulus
GO_0044382	[6, 0, 2, 4, 5]	CLRC complex localization to heterochromatin
GO_0044387	[7, 1, 7, 4, 1]	negative regulation of protein kinase activity by regulation of protein phosphorylation
GO_0044394	[5, 3, 3, 3, 1]	protein malonylation
GO_0044395	[6, 8, 7, 3, 4, 1]	protein targeting to vacuolar membrane
GO_0044396	[6, 2, 3, 2, 1]	actin cortical patch organization
GO_0044398	[4, 3, 0, 6, 0]	venom-mediated edema in another organism
GO_0044399	[6, 2, 4, 7, 1]	multi-species biofilm formation
GO_0044403	[0, 9, 1, 1, 3]	biological process involved in symbiotic interaction
GO_0044406	[0, 6, 0, 1, 0]	adhesion of symbiont to host
GO_0044407	[6, 2, 4, 6, 0]	single-species biofilm formation in or on host organism
GO_0044409	[0, 6, 0, 6, 0]	symbiont entry into host
